,texto_pedido,texto_resposta
110324,"Olá, gostaria da relação completa de visitantes dos Palácios do Planalto e Alvorada de 1º de janeiro de 2003 a 23 de dezembro de 2020 com as seguintes informações:  nome  empresa/órgão  cargo/função  data/horário de entrada  data de horário/saída.","Prezado Cidadão,  Em atenção ao pedido de acesso à informação cadastrado sob o NUP: 00137.022942/2020-55, esclarecemos que, considerando a Lei Nº 13.709, de 14 de agosto de 2018, a qual entrou em vigor em 14 de agosto de 2020, a solicitação não poderá ser atendida, conforme o que reza a referida lei em seus artigos 6º e 7º transcritos a seguir:  Art. 6º As atividades de tratamento de dados pessoais deverão observar a boa-fé e os seguintes princípios: I - finalidade: realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular, sem possibilidade de tratamento posterior de forma incompatível com essas finalidades,   ... Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular, II - para o cumprimento de obrigação legal ou regulatória pelo controlador, VII - para a proteção da vida ou da incolumidade física do titular ou de terceiro, ? Observa-se, assim, que o tratamento de dados pessoais coletados ? no caso, o nome e a data de entrada de visitantes que se cadastram para encontrar o Presidente ? cumpre a finalidade específica de segurança da mais alta autoridade do Poder Executivo do País, amparada na Lei nº 13.844, de 18 de junho de 2019, que dispõe o seguinte:  Art. 10. Ao Gabinete de Segurança Institucional da Presidência da República compete:  ... VI - zelar, assegurado o exercício do poder de polícia:  a) pela segurança pessoal:  1. do Presidente da República e do Vice-Presidente da República,  2. dos familiares do Presidente da República e do Vice-Presidente da República, e  3. dos titulares dos órgãos de que trata o caput do art. 2º desta Lei e, excepcionalmente, de outras autoridades federais, quando determinado pelo Presidente da República, e  b) pela segurança dos palácios presidenciais e das residências do Presidente da República e do Vice-Presidente da República,?  Do exposto, fica clara a impossibilidade do fornecimento dos dados pessoais solicitados para outros fins que não a segurança do Presidente da República.  Salientamos que, de acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/2011) e com o art. 21 do Decreto nº 7.724/2012, há a possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República.  As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República.  Atenciosamente,  Serviço de Informações ao Cidadão Palácio do Planalto- https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao  "
110327,"Olá, gostaria da relação de todas as visitas ao Palácios do Alvorada e ao Palácio do Planalto, de 1º de janeiro de 2019 a 23 de dezembro de 2020, feita pelas seguintes pessoas: CARLOS NANTES BOLSONARO, FLAVIO NANTES BOLSONARO E EDUARDO NANTES BOLSONARO com as seguintes informações:  a) data/horário de entrada  b) data/horário de saída.","Prezado Cidadão,  Em atenção ao pedido de acesso à informação cadastrado sob o NUP: 00137.022943/2020-08, esclarecemos que, considerando a Lei Nº 13.709, de 14 de agosto de 2018, a qual entrou em vigor em 14 de agosto de 2020, a solicitação não poderá ser atendida, conforme o que reza a referida lei em seus artigos 6º e 7º transcritos a seguir:   Art. 6º As atividades de tratamento de dados pessoais deverão observar a boa-fé e os seguintes princípios: I - finalidade: realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular, sem possibilidade de tratamento posterior de forma incompatível com essas finalidades,  ... Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses:  I - mediante o fornecimento de consentimento pelo titular,  II - para o cumprimento de obrigação legal ou regulatória pelo controlador,   VII - para a proteção da vida ou da incolumidade física do titular ou de terceiro,   Observa-se, assim, que o tratamento de dados pessoais coletados ? no caso, o nome e a data de entrada de visitantes que se cadastram para encontrar o Presidente ? cumpre a finalidade específica de segurança da mais alta autoridade do Poder Executivo do País, amparada na Lei nº 13.844, de 18 de junho de 2019, que dispõe o seguinte:  Art. 10. Ao Gabinete de Segurança Institucional da Presidência da República compete: ... VI - zelar, assegurado o exercício do poder de polícia:  a) pela segurança pessoal:  1. do Presidente da República e do Vice-Presidente da República,  2. dos familiares do Presidente da República e do Vice-Presidente da República, e  3. dos titulares dos órgãos de que trata o caput do art. 2º desta Lei e, excepcionalmente, de outras autoridades federais, quando determinado pelo Presidente da República, e  b) pela segurança dos palácios presidenciais e das residências do Presidente da República e do Vice-Presidente da República,?  Do exposto, fica clara a impossibilidade do fornecimento dos dados pessoais solicitados para outros fins que não a segurança do Presidente da República.  Salientamos que, de acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/2011) e com o art. 21 do Decreto nº 7.724/2012, há a possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República.  As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República.  Atenciosamente,  Serviço de Informações ao Cidadão Palácio do Planalto- https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao  "
1685,"Olá    Gostaria de solicitar a informação sobre em que datas CARLOS ALBERTO PEREIRA LEONEL MARSIGLIA, CPF sob o nº. 843.851.117-15, esteve no prédio do Palácio do Planalto desde 1/12/2018  até 8/1/2021. Também solicito saber a que órgão ele visitou.    ","Prezada cidadã,  Em atenção ao pedido de acesso à informação cadastrado sob o NUP: 00137.000527/2021-21, esclarecemos que, considerando a Lei Nº 13.709, de 14 de agosto de 2018, a qual entrou em vigor em 14 de agosto de 2020, a solicitação não poderá ser atendida, conforme o que reza a referida lei em seus artigos 6º e 7º transcritos a seguir:   Art. 6º As atividades de tratamento de dados pessoais deverão observar a boa-fé e os seguintes princípios: I - finalidade: realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular, sem possibilidade de tratamento posterior de forma incompatível com essas finalidades, ... Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular, II - para o cumprimento de obrigação legal ou regulatória pelo controlador, VII - para a proteção da vida ou da incolumidade física do titular ou de terceiro,    Observa-se, assim, que o tratamento de dados pessoais coletados – no caso, o nome e a data de entrada de visitantes que se cadastram para encontrar o Presidente – cumpre a finalidade específica de segurança da mais alta autoridade do Poder Executivo do País, amparada na Lei nº 13.844, de 18 de junho de 2019, que dispõe o seguinte:   Art. 10. Ao Gabinete de Segurança Institucional da Presidência da República compete: ... VI - zelar, assegurado o exercício do poder de polícia: a) pela segurança pessoal: 1. do Presidente da República e do Vice-Presidente da República, 2. dos familiares do Presidente da República e do Vice-Presidente da República, e 3. dos titulares dos órgãos de que trata o caput do art. 2º desta Lei e, excepcionalmente, de outras autoridades federais, quando determinado pelo Presidente da República, e b) pela segurança dos palácios presidenciais e das residências do Presidente da República e do Vice-Presidente da República.   Do exposto, fica clara a impossibilidade do fornecimento dos dados pessoais solicitados para outros fins que não a segurança do Presidente da República.  Salientamos que, de acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/2011) e com o art. 21 do Decreto nº 7.724/2012, há a possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República.  As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República.  Atenciosamente,  Serviço de Informações ao Cidadão Palácio do Planalto- https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao  "
1706,"Olá    Gostaria de solicitar a informação sobre em que datas MARCO AURELIO DA SILVA CANAL, CPF sob o nº. 683.892.727-68, esteve no prédio do Palácio do Planalto desde 1/2/2019  até 8/1/2021. Também solicito saber a que órgão ele visitou. ","Prezada cidadã,  Em atenção ao pedido de acesso à informação cadastrado sob o NUP: 00137.000533/2021-89, esclarecemos que, considerando a Lei Nº 13.709, de 14 de agosto de 2018, a qual entrou em vigor em 14 de agosto de 2020, a solicitação não poderá ser atendida, conforme o que reza a referida lei em seus artigos 6º e 7º transcritos a seguir:  Art. 6º As atividades de tratamento de dados pessoais deverão observar a boa-fé e os seguintes princípios: I - finalidade: realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular, sem possibilidade de tratamento posterior de forma incompatível com essas finalidades, ... Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular, II - para o cumprimento de obrigação legal ou regulatória pelo controlador, VII - para a proteção da vida ou da incolumidade física do titular ou de terceiro,   Observa-se, assim, que o tratamento de dados pessoais coletados ? no caso, o nome e a data de entrada de visitantes que se cadastram para encontrar o Presidente ? cumpre a finalidade específica de segurança da mais alta autoridade do Poder Executivo do País, amparada na Lei nº 13.844, de 18 de junho de 2019, que dispõe o seguinte:   Art. 10. Ao Gabinete de Segurança Institucional da Presidência da República compete: ... VI - zelar, assegurado o exercício do poder de polícia: a) pela segurança pessoal: 1. do Presidente da República e do Vice-Presidente da República, 2. dos familiares do Presidente da República e do Vice-Presidente da República, e 3. dos titulares dos órgãos de que trata o caput do art. 2º desta Lei e, excepcionalmente, de outras autoridades federais, quando determinado pelo Presidente da República, e b) pela segurança dos palácios presidenciais e das residências do Presidente da República e do Vice-Presidente da República.?  Do exposto, fica clara a impossibilidade do fornecimento dos dados pessoais solicitados para outros fins que não a segurança do Presidente da República.  Salientamos que, de acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/2011) e com o art. 21 do Decreto nº 7.724/2012, há a possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República.  As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República.  Atenciosamente,  Serviço de Informações ao Cidadão Palácio do Planalto- https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao  "
3427,"Com fundamento na Lei 12.527/2011 (Lei de Acesso a Informações Públicas) venho requerer, em até 20 dias corridos (artigo 11, parágrafo 1º da Lei 12.527/11), aos seguintes documentos:     - Relação de todos os servidores da Abin cedidos para trabalhar em outros órgãos públicos entre 1º de janeiro de 2019 até o momento, com as seguintes informaçôes: matrícula, carreira na Abin, data de cessão, órgão solicitante, cargo ocupado no órgão solicitante,    Solicito que os dados requeridos sejam enviados em formato planilha (extensões .csv, .xlsx, ou .ods).","Prezado (a) Cidadão (ã),   Em atenção ao pedido de acesso à informação cadastrado sob o NUP: 00137.001068/2021-01, esclarecemos que cessões no âmbito da Agência Brasileira de Inteligência (ABIN) observam as regras da Lei 8.112/90 e do Decreto 9.144/2017, e são autorizadas pelo Ministro de Estado do Gabinete de Segurança Institucional da Presidência da República. Nos termos do § 1º do art. 9º da Lei 9.883/99, incluem-se como sensíveis, além das atividades sigilosas da ABIN, todos os atos referentes ao seu peculiar funcionamento, como atribuições, à atuação e às especificações dos respectivos cargos, e a movimentação dos seus titulares. Dessa forma, o fornecimento da indicação do quantitativo de servidores cedidos, bem como a especificação dos órgãos para os quais ocorreram, permite o cruzamento de dados e informações que podem levar a especificação de servidor da Agência cedido, vulnerando sua proteção de identidade, concedida legalmente, conforme explicitado.   Salientamos que, de acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/2011) e com o art. 21 do Decreto nº 7.724/2012, há a possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do GSI/PR. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República.   Atenciosamente,   SERVIÇO DE INFORMAÇÕES AO CIDADÃO GABINETE DE SEGURANÇA INSTITUCIONAL DA PRESIDÊNCIA DA REPÚBLICA www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao  "
3556,Solicito a Relação de servidores atualmente matriculados no Curso de Gestão Integrada da Atividade de Inteligência que não pertençam aos quadros efetivos da Agência Brasileira de Inteligência.    Solicito ainda que a relação acompanhe o órgão de origem dos servidores convidados.,"Prezado (a) Cidadão (ã),            Em atenção ao pedido de acesso à informação cadastrado sob o NUP: 00137.001106/2021-18, esclarecemos que, o Curso de Gestão Integrada da Atividade de Inteligência (CGII) é uma pós-graduação em Inteligência, da qual participam somente servidores de órgãos do Sistema Brasileiro de Inteligência (SISBIN) que integram frações de inteligência de seus respectivos órgãos. Tendo em vista o sigilo que pode estar ligado às funções que os mesmos desempenham, o Gabinete de Segurança Institucional da Presidência da República (GSI/PR) não pode dispor dos nomes dos participantes e publicá-los sem a devida anuência dos órgãos de origem, sob pena de afrontar disposições da legislação vigente. Nos termos do § 1º do art. 9º da Lei 9.883/99, incluem-se como sensíveis, além das atividades sigilosas da Agência Brasileira de Inteligência (ABIN), todos os atos referentes ao seu peculiar funcionamento, como atribuições, à atuação e às especificações dos respectivos cargos, e a movimentação dos seus titulares. Salientamos que, de acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/2011) e com o art. 21 do Decreto nº 7.724/2012, há a possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do GSI/PR. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República.   Atenciosamente,   SERVIÇO DE INFORMAÇÕES AO CIDADÃO GABINETE DE SEGURANÇA INSTITUCIONAL DA PRESIDÊNCIA DA REPÚBLICA www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao  "
4220,"- Site (bancos, sites do ministério X, Judiciário, Legislativo...) que são mais almejados pelos hackers em 2020,  - Quantidade de acessos de usuários ao site mais almejado no ano de 2020,  - Quantidade de tentativas de invasão hackers ao site,  - Quantas invasões e tentativas de invasão aconteceram no ano de 2020,  - Qual o mês de 2020 com mais tentativa e invasão,  "," Prezada Cidadã,  Em atenção ao pedido de acesso à informação cadastrado sob o NUP: 18870.000256/2021-76, esclarecemos que, conforme previsto no Decreto Nº 10.363, de 21 de maio de 2020, o Gabinete de Segurança  Institucional  da  Presidência  da  República  (GSI/PR),  por  intermédio  de  seu  Centro  de Tratamento  e  Resposta  a  Incidentes  Cibernéticos  do  Governo  (CTIR/Gov),  tem  a  competência  de coordenar  e  integrar  as  ações  destinadas  à  gestão  de  incidentes  computacionais  em  órgãos  ou entidades  da  Administração  Pública  Federal  (APF),  direta  ou  indireta.  Ainda  sobre  o  assunto incidentes  cibernéticos,  o  GSI/PR  exerce  um  papel  normativo,  emitindo  instruções  normativas, recomendações  e  alertas  no  sentido  de  se  instruir  e  sensibilizar  todos  quanto  à  importância  da salvaguarda das informações no espaço cibernético.   Porém, cabe ressaltar que a responsabilidade do trato da segurança das  informações  dos  ditos  órgãos  e  entidades  cabe  a  eles  mesmos, conforme previsto  no  Inciso  V  do  Art.  15  da  INSTRUÇÃO  NORMATIVA  Nº  1,  de  27  de  maio  de  2020, e o compartilhamento  de  incidentes  cibernéticos  se  caracteriza  pela  confiança  e  ação  colaborativa entre  esses  e  o  CTIR/Gov,  ou  seja,  as  informações  são  utilizadas  de  forma  a garantir  que vulnerabilidades  existentes  compartilhadas  não  sejam  divulgadas  publicamente  e  que  sejam utilizadas  para  o  devido  tratamento,  resposta  e  prevenção  de  novos  ataques  a  outros  órgãos  e entidades da APF.   Com ações de criminosos cibernéticos contra essas vulnerabilidades, a medida protetiva dos dados compartilhados é fundamental e imprescindível, pois, em caso de tornados públicos, podem causar sérios danos aos ativos desses órgãos ou entidades.   Em  complemento,  as  áreas,  instalações,  materiais  e,  consequentemente,  as  informações geradas no CTIR/Gov têm o seu acesso restrito às pessoas autorizadas pelo órgão. Tal restrição de acesso  encontra  amparo  no  Decreto  7.845/2012,  em  seus  Artigos.  42,  44  e  45.  Também  existe  o respaldo da Portaria nº 18, de 22 de maio de 2015, que regula no âmbito do GSI/PR os procedimentos relacionados às áreas de acesso restrito e materiais de acesso restrito.   É  importante  interpretar  corretamente  o  conceito  de  informação  sigilosa  para  o  chamado Material de Acesso Restrito, cujo conceito está contido no Art. 45 do Decreto n° 7.845/2012:  São considerados  materiais  de  acesso  restrito  qualquer  matéria,  produto,  substância  ou  sistema  que contenha,  utilize  ou  veicule  conhecimento  ou  informação  classificada  em  qualquer  grau  de  sigilo, informação econômica ou informação científico-tecnológica cuja divulgação implique risco ou danos aos interesses da sociedade e do Estado, ...    Com a finalidade de regular a definição dos materiais de acesso restrito, no âmbito GSI/PR, é publicada  anualmente  em  Boletim  de  Acesso  Restrito  (BAR)  a  lista  de  áreas  e  materiais  de  acesso restrito deste Gabinete. Desta forma, consta nos BAR GSI/PR nº 7, de março de 2017 e no BAR nº 20 GSI/PR, de outubro de 2018, que as informações sobre incidentes cibernéticos da APF à luz da norma são consideradas como Material de Acesso Restrito.   Observa-se  que  o  dispositivo  normativo  supracitado  exemplifica,  de  modo  não  taxativo, material de acesso restrito, objeto do caso interposto. Sendo assim, as informações trocadas entre os órgãos  da  Administração  Pública  Federal  (APF)  e  o  Centro  de  Tratamento  e  Resposta  a  Incidentes Cibernéticos de  Governo  (CTIR/Gov),  revestem-se  do  manto  do  sigilo, mantendo-se  uma  cadeia  de confiança entre as partes no que diz respeito à segurança das informações.   O posicionamento  atualizado  do  GSI/PR  é  que  o  fornecimento  das  informações  solicitadas implicaria em comprometimento da segurança dos órgãos públicos que reportam frequentemente os incidentes cibernéticos, em caráter colaborativo, junto ao CTIR/Gov.   Além dos fundamentos legais acima expostos, em conformidade com o Inciso II, do Art. 13 do Decreto nº 7.724/2012, o GSI/PR também considera o pedido DESARRAZOADO, por não reconhecer interesse público na divulgação de maneira mais detalhada das informações em lide.   Como  acréscimo  de  informações,  em  solicitações  anteriores  (como  no  NUP 00077.000784/2018-10), a CGU foi de parecer favorável ao posicionamento do GSI/PR (atendendo à NOTA Nº 0177556 / 2018, anexa), acompanhando seus posicionamentos anteriores, em que o bom juízo  recomenda  que,  em  situação  de  elevado  risco  ao  coletivo  ou  de  conflito  entre  o  interesse privado e o interesse público, este representado pelo Estado, é justo imperar o último.   No que concerne ao pedido em pauta e em linha com o acima exposto,  o GSI/PR  reconhece a necessidade de se promover a transparência do cenário de incidentes cibernéticos por intermédio de  estatísticas  (seja  para  fins  de  pesquisa,  de  prevenção  ou  de  outros  que  visem  a  segurança  da informação),  ao  tempo  em  que  se  busca  preservar  dados  que  podem  estimular  a  realização  de ataques cibernéticos por potencialmente revelar vulnerabilidades em determinados órgãos.  Em linha com  tal  narrativa,  argumenta-se  que,  em  virtude  da  crescente  evolução  de  formatos  de  ataques cibernéticos, cada vez mais automatizados e potencializados por diretivas de inteligência artificial, é possível  entender  que  as  informações  a  respeito  de  incidentes  cibernéticos  divulgadas,  com  mais detalhes, poderão servir de  insumo  para a exploração de vulnerabilidades por meio de engenharia social, pela análise de tendências e por padrões de ataques realizados. Dessa forma, os dados que podem ser de interesse do público em geral, por entender-se que não apresentam riscos à segurança cibernética,  estão  disponibilizados  pelo  CTIR/Gov  desde  2014  no  seu  sítio  de  Internet (https://emnumeros.ctir.gov.br/).   Convém observar que essa página eletrônica passa por constante evolução, com o objetivo de melhor divulgar sem atentar contra a segurança dos órgãos atendidos pelo CTIR/Gov.  Dessa forma, sugerimos que visite periodicamente a página e estimulamos sugestões para seu aprimoramento.  Salientamos que, de acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/2011) e com o art. 21 do Decreto nº 7.724/2012, há a possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança  Institucional  da Presidência da República.   As  informações  acima  foram  disponibilizadas  pelo  Gabinete  de  Segurança  Institucional  da Presidência da República.  Atenciosamente,  Serviço de Informações ao Cidadão Palácio do Planalto- https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao   "
4925,"Brasília, 19 de janeiro de 2021    Ilmo. Sr. Ministro do GSI, Augusto Heleno, diretor-geral da Abin, Alexandre Ramagem, e assessores      Eu, Guilherme Waltenberg, portador do CPF nº 344.293.308-08, endereço eletrônico Guilherme.reportagem@gmail.com, residente e domiciliado em Brasília, com fundamento na Lei 12.527/2011 (Lei de Acesso a Informações Públicas) vem requerer o acesso (e eventualmente cópia), em até 20 dias corridos (artigo 11, parágrafo 1º da Lei 12.527/11), aos seguintes dados:    1 – quantos servidores da Abin estão cedidos a outros ministérios, estatais ou órgãos do governo federal?   2 – quantos servidores da Abin estão cedidos para cada um desses órgãos?     Solicito que as informações sejam fornecidas em formato digital, quando disponíveis, conforme estabelece o artigo 11, parágrafo 5º da lei 12.527/2011.    Na eventualidade de as informações solicitadas não serem fornecidas, requeiro que seja apontada a razão da negativa bem como, se for o caso, eventual grau de classificação de sigilo (ultrassecreto, secreto ou reservado), tudo nos termos do artigo 24, parágrafo 1º da Lei 12.527/2011.    Desde logo agradeço pela atenção e peço deferimento.    Guilherme Waltenberg  Guilherme.reportagem@gmail.com.br  SRTVN 701, cj. C, Bloco B, 8º andar, Brasília   "," Prezado Cidadão,  Em atenção ao pedido de acesso à informação cadastrado sob o NUP: 00137.001390/2021-22, esclarecemos que cessões no âmbito da Agência Brasileira de Inteligência (ABIN) observam as regras da Lei 8.112/90 e do Decreto 9.144/2017, e são autorizadas pelo Ministro de Estado do Gabinete de Segurança Institucional da Presidência da República.  Nos termos do § 1º do art. 9º da Lei 9.883/99, incluem-se como sensíveis, além das atividades sigilosas da ABIN, todos os atos referentes ao seu peculiar funcionamento, como atribuições, à atuação e às especificações dos respectivos cargos, e a movimentação dos seus titulares.  Dessa forma, o fornecimento da indicação do quantitativo de servidores cedidos, bem como a especificação dos órgãos para os quais ocorreram, permite o cruzamento de dados e informações que podem levar a especificação de servidor da Agência cedido, que afronta o supracitado diploma legal.  Salientamos que, de acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/2011) e com o art. 21 do Decreto nº 7.724/2012, há a possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República.  As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República.  Atenciosamente,  Serviço de Informações ao Cidadão Palácio do Planalto- https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao   "
5748,"Em respeito à Lei 12.527/11 e à luz do inciso XXXIII, do Art. 5º, da Constituição Federal, solicito acesso à cópia digitalizada de relatórios de ocorrências de incidentes ocorridos no Palácio da Alvorada, Palácio do Jaburu e Granja do Torto no período limitado entre janeiro de 2020 e janeiro de 2021. A título de exemplo, podem ser incluídos nessa relação tentativas de invasão como a ocorrida na Granja do Torto. Nesses termos, solicito o deferimento e o envio do material pleiteado.","Prezado (a) Cidadão (ã),   Em atenção ao pedido de acesso à informação cadastrado sob o NUP: 00137.001554/2021-11, esclarecemos que o Gabinete de Segurança Institucional da Presidência da República (GSI/PR) não divulga detalhes relativos a eventos cuja exposição implique em prejuízo à Segurança Presidencial, de acordo com o disposto no § 2º do art. 24 da Lei nº 12.527, de 18 de novembro de 2011. Salientamos que, de acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/2011) e com o art. 21 do Decreto nº 7.724/2012, há a possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do GSI/PR. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República.   Atenciosamente,   SERVIÇO DE INFORMAÇÕES AO CIDADÃO GABINETE DE SEGURANÇA INSTITUCIONAL DA PRESIDÊNCIA DA REPÚBLICA www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
5753,"Em respeito à Lei 12.527/11 e à luz do inciso XXXIII, do Art. 5º, da Constituição Federal, solicito acesso aos registros da visita ao Palácio do Planalto feita pelos senhores WELLINGTON VIEIRA LEITE (CPF 08090738702) e JOHN LUCAS THOMAZINI (CPF 11574915703), constando as seguintes informações: data, hora, local de destino e servidor que autorizou a entrada. Nesses termos, solicito o deferimento e o envio do material pleiteado.","Prezado (a) Cidadão (ã),   Em atenção ao pedido de acesso à informação cadastrado sob o NUP: 00137.001555/2021-66, esclarecemos que, considerando a Lei Nº 13.709, de 14 de agosto de 2018, a qual entrou em vigor em 14 de agosto de 2020, a solicitação não poderá ser atendida, conforme o que reza a referida lei em seus artigos 6º e 7º transcritos a seguir: ?Art. 6º As atividades de tratamento de dados pessoais deverão observar a boa-fé e os seguintes princípios: I - finalidade: realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular, sem possibilidade de tratamento posterior de forma incompatível com essas finalidades, ... Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular, II - para o cumprimento de obrigação legal ou regulatória pelo controlador, VII - para a proteção da vida ou da incolumidade física do titular ou de terceiro, ? Observa-se, assim, que o tratamento de dados pessoais coletados ? no caso, o nome e a data de entrada de visitantes que se cadastram para encontrar o Presidente ? cumpre a finalidade específica de segurança da mais alta autoridade do Poder Executivo do País, amparada na Lei nº 13.844, de 18 de junho de 2019, que dispõe o seguinte: ?Art. 10. Ao Gabinete de Segurança Institucional da Presidência da República compete: ... VI - zelar, assegurado o exercício do poder de polícia: a) pela segurança pessoal: 1. do Presidente da República e do Vice-Presidente da República, 2. dos familiares do Presidente da República e do Vice-Presidente da República, e 3. dos titulares dos órgãos de que trata o caput do art. 2º desta Lei e, excepcionalmente, de outras autoridades federais, quando determinado pelo Presidente da República, e b) pela segurança dos palácios presidenciais e das residências do Presidente da República e do Vice-Presidente da República,? Do exposto, fica clara a impossibilidade do fornecimento dos dados pessoais solicitados para outros fins que não a segurança do Presidente da República. Salientamos que, de acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/2011) e com o art. 21 do Decreto nº 7.724/2012, há a possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do GSI/PR. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República.   Atenciosamente,   SERVIÇO DE INFORMAÇÕES AO CIDADÃO GABINETE DE SEGURANÇA INSTITUCIONAL DA PRESIDÊNCIA DA REPÚBLICA www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao  "
8035,"Solicito acesso à íntegra dos documentos armazenados por este órgão relacionados à minha pessoa ou que citem o meu nome ( Luiz Fernando Toledo  ou  Luiz Fernando Toledo Antunes , CPF 41040462804), se houver. Favor pesquisar no SEI e em demais sistemas de informação disponíveis, incluindo secretarias e órgãos internos.","Prezado Cidadão,  Em atenção ao pedido de acesso à informação cadastrado sob o NUP: 00137.002170/2021-16, esclarecemos que o acesso a informações pessoais está condicionado à comprovação da identidade do requerente, nos termos do art. 60 do Decreto nº 7.724, de 16 de maio de 2012.   Dessa forma, o interessado deverá comparecer pessoalmente ao Serviço de Informações ao Cidadão do Palácio do Planalto, Anexo III, Ala B, Sala 204, CEP 70150-900, Brasília-DF, para protocolizar o pedido de informação, apresentando documento original de identidade e número de seu CPF.   Caso não seja possível o comparecimento pessoal, o interessado poderá valer-se de procurador ou postar requerimento assinado, informando e-mail e telefone, anexar cópia de seu RG, indicando o número de seu CPF e comprovante de endereço recente.  Esses cuidados são necessários porque as informações pessoais são sigilosas e os órgãos públicos têm o dever de protegê-las, conforme o disposto no art. 6º, inciso III, da Lei nº 12.527/2011 (Lei de Acesso à Informação - LAI).Salientamos que, de acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/2011) e com o art. 21 do Decreto nº 7.724/2012, há a possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República.  As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República.  Atenciosamente,  Serviço de Informações ao Cidadão Palácio do Planalto- https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao  "
