,texto_pedido,texto_resposta
91137,Solicito cópia do Processo nº 48340.002484/2020-59,"Em atenção à sua solicitação encaminhada ao Serviço de Informação ao Cidadão - SIC, do Ministério de Minas e Energia – MME, informamos que, segundo a Lei nº 9.784/1999, constituem interessados no processo administrativo:      Art. 9º São legitimados como interessados no processo administrativo:    I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,  II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,  III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,  IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.      Em complementação, citamos o Decreto nº 7.724/2012 que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a informações.    Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União.    § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos.    Informamos que o processo 48340.002484/2020-59 contém informações que se enquadram nos mencionados dispositivos, relacionados à Usinas Solares Fotovoltaicas São Gonçalo 14, 15, 17, 18 e 19.    Nos termos do § 2º do art. 5º do Decreto 7.724/2012, os documentos solicitados somente poderão ser disponibilizados a interessados responsáveis pelas empresas envolvidas, mediante a devida comprovação. Essa comprovação poderá ser realizada por meio de procuração ou ofício assinado pela autoridade competente no âmbito da empresa responsável pelo empreendimento. Dessa forma, como requisito à disponibilização da cópia dos documentos, faz-se necessário que o pedido via e-SIC venha acompanhado da procuração ou do Ofício em nome do solicitante.    Se necessitar de outras informações referentes ao assunto, por favor envie uma nova solicitação, ou ainda, se julgar conveniente, poderá apresentar recurso, no prazo de 10 dias, via e-SIC, em caso de negativa de acesso à informação, ou se não forem fornecidas as razões para a negativa do acesso, conforme dispõe o art. 15, da Lei 12.527/2011.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  Site: http://www.mme.gov.br/web/guest/institucional/ouvidoria  "
92040,"Solicitar a íntegra do processo indicado no Despacho 07/2020 (Processo nº 48340.002710/2019-68), com destaque para os seguintes documentos que o fundamentam:      Nota Técnica nº 64/2020-DPE/SPE-MME,  Parecer nº 328/2020/CONJUR-MME/CGU/AGU,  Despacho nº 1522/2020/CONJUR-MME/CGU/AGU, e  Despacho nº1523/2020/CONJUR-MME/CGU/AGU.  ","Em atenção à sua solicitação encaminhada ao Serviço de Informação ao Cidadão - SIC, do Ministério de Minas e Energia – MME, informamos que se encontra em curso, no âmbito do Processo 48340.002710/2019-68, a edição de documentos técnicos preparatórios necessários à instrução do Leilão de Transmissão de 2021.    Cumpre esclarecer que, de acordo com a Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso à Informação),  documento preparatório , nos termos do seu parágrafo 3º, art. 7º, é o documento elaborado para fundamentar uma tomada de decisão. A referida lei, apesar de não proibir a entrega de tais documentos, garante o seu acesso a partir da edição do ato decisório final.    Nesse aspecto, o Decreto nº 7.724/2012, que regulamenta a Lei nº 12.527/2011, considera:    Art. 3º Para os efeitos deste Decreto, considera-se:    XII - documento preparatório - documento formal utilizado como fundamento da tomada de decisão ou de ato administrativo, a exemplo de pareceres e notas técnicas.    Art. 20. O acesso a documento preparatório ou informação nele contida, utilizados como fundamento de   tomada de decisão ou de ato administrativo, será assegurado a partir da edição do ato ou decisão.    O envio do processo solicitado contendo documentos preparatórios, sem a decisão final do MME, pode gerar falsas expectativas aos administrados uma vez que o conjunto documental atualmente contém informações ainda não definitivas ou incompletas. Neste caso, a divulgação da documentação pode, ainda, vir comprometer a competitividade do certame vindouro.    Diante do exposto, é necessário aguardar a conclusão de todas as etapas relacionadas à realização do mencionado processo licitatório para que a solicitação de cópia integral do processo possa ser atendida.    Se necessitar de outras informações referentes ao assunto, por favor envie uma nova solicitação, ou ainda, se julgar conveniente, poderá apresentar recurso, no prazo de 10 dias, via e-SIC, em caso de negativa de acesso à informação, ou se não forem fornecidas as razões para a negativa do acesso, conforme dispõe o art. 15, da Lei 12.527/2011.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  Site: http://www.mme.gov.br/web/guest/institucional/ouvidoria  "
93414,"Gostaria de solicitar acesso ao acompanhamento do processo nº 48340.003632/2020-52, protocolo realizado pela Brasil Bio Fuels S.A. por email enviado na sexta-feira (23/10).","Agradecemos o seu contato, e informamos que todos os documentos do processo 48340.003632/2020-52 foram transferidos para o processo 48340.000671/2020-06.    No entanto, encontra-se em curso, no âmbito do Processo 48340.000671/2020-06, a edição de documentos técnicos preparatórios necessários à instrução do Leilão para Suprimento aos Sistemas Isolados, de 2021.    Cumpre esclarecer que, de acordo com a Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso à Informação),  documento preparatório , nos termos do seu parágrafo 3º, art. 7º, é o documento elaborado para fundamentar uma tomada de decisão. A referida lei, apesar de não proibir a entrega de tais documentos, garante o seu acesso a partir da edição do ato decisório final.    Nesse aspecto, o Decreto nº 7.724/2012, que regulamenta a Lei nº 12.527/2011, considera:    Art. 3º  Para os efeitos deste Decreto, considera-se:    XII - documento preparatório - documento formal utilizado como fundamento da tomada de decisão ou de ato administrativo, a exemplo de pareceres e notas técnicas.    Art. 20.  O acesso a documento preparatório ou informação nele contida, utilizados como fundamento de tomada de decisão ou de ato administrativo, será assegurado a partir da edição do ato ou decisão.    O envio integral do processo, tal como solicitado, contendo documentos preparatórios, sem a decisão final do MME, pode gerar falsas expectativas aos administrados uma vez que o conjunto documental atualmente contém informações ainda não definitivas ou incompletas.   Neste caso, a divulgação integral da documentação pode, ainda, vir comprometer a competitividade do certame vindouro.    Diante do exposto, é necessário aguardar a conclusão de todas as etapas relacionadas à realização do mencionado processo licitatório para que a solicitação de cópia integral do processo possa ser atendida.    Se necessitar de outras informações referentes ao assunto, por favor envie uma nova solicitação, ou ainda, se julgar conveniente, poderá apresentar recurso, no prazo de 10 dias, via e-SIC, em caso de negativa de acesso à informação, ou se não forem fornecidas as razões para a negativa do acesso, conforme dispõe o art. 15, da Lei 12.527/2011.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  "
93563,"Prezados, bom dia,    Peço a gentileza de disponibilizar a cópia do Processo Administrativo nº 48360.000085/2020-15.    Obrigada!","Agradecemos o seu contato, e informamos que se encontra em curso, no âmbito do Processo 48360.000085/2020-15, a edição de documentos técnicos preparatórios necessários à avaliação das contribuições recebidas no âmbito da Consulta Pública para a publicação das edições 2020 do Plano de Outorgas de Transmissão de Energia Elétrica (POTEE) 2020.    Cumpre esclarecer que, de acordo com a Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso à Informação),  documento preparatório , nos termos do seu parágrafo 3º, art. 7º, é o documento elaborado para fundamentar uma tomada de decisão. A referida lei, apesar de não proibir a entrega de tais documentos, garante o seu acesso a partir da edição do ato decisório final.    Nesse aspecto, o Decreto nº 7.724/2012, que regulamenta a Lei nº 12.527/2011, considera:    Art. 3º Para os efeitos deste Decreto, considera-se:    XII - documento preparatório - documento formal utilizado como fundamento da tomada de decisão ou de ato administrativo, a exemplo de pareceres e notas técnicas.    Art. 20.  O acesso a documento preparatório ou informação nele contida, utilizados como fundamento de tomada de decisão ou de ato administrativo, será assegurado a partir da edição do ato ou decisão.    O envio integral do processo, tal como solicitado, contendo documentos preparatórios, sem a decisão final do MME, pode gerar falsas expectativas aos administrados uma vez que o conjunto documental atualmente contém informações ainda não definitivas ou incompletas.    Diante do exposto, é necessário aguardar a conclusão de todas as etapas relacionadas à mencionada Consulta Pública para que a solicitação de cópia integral do processo possa ser atendida.    Se necessitar de outras informações referentes ao assunto, por favor envie uma nova solicitação, ou ainda, se julgar conveniente, poderá apresentar recurso, no prazo de 10 dias, via e-SIC, em caso de negativa de acesso à informação, ou se não forem fornecidas as razões para a negativa do acesso, conforme dispõe o art. 15, da Lei 12.527/2011    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)    "
93646,"Prezados, bom dia! Gostaria da cópia integral do Processo nº 48000.001747/2012-53. Grata desde já.","Agradecemos o seu contato, e informamos que se encontra em curso, no âmbito do Processo 48000.001747/2012-53, a edição de documentos técnicos preparatórios necessários à avaliação das contribuições recebidas no âmbito da Consulta Pública nº 82/2019.    Cumpre esclarecer que, de acordo com a Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso à Informação),  documento preparatório , nos termos do seu parágrafo 3º, art. 7º, é o documento elaborado para fundamentar uma tomada de decisão. A referida lei, apesar de não proibir a entrega de tais documentos, garante o seu acesso a partir da edição do ato decisório final.    Nesse aspecto, o Decreto nº 7.724/2012, que regulamenta a Lei nº 12.527/2011, considera:    Art. 3o Para os efeitos deste Decreto, considera-se:    XII - documento preparatório - documento formal utilizado como fundamento da tomada de decisão ou de ato administrativo, a exemplo de pareceres e notas técnicas.    Art. 20. O acesso a documento preparatório ou informação nele contida, utilizados como fundamento de tomada de decisão ou de ato administrativo, será assegurado a partir da edição do ato ou decisão.    O envio integral do processo, tal como solicitado, contendo documentos preparatórios, sem a decisão final do MME, pode gerar falsas expectativas aos administrados uma vez que o conjunto documental atualmente contém informações ainda não definitivas ou incompletas.    Diante do exposto, é necessário aguardar a conclusão de todas as etapas relacionadas à mencionada Consulta Pública para que a solicitação de cópia integral do processo possa ser atendida    Se necessitar de outras informações referentes ao assunto, por favor envie uma nova solicitação, ou ainda, se julgar conveniente, poderá apresentar recurso, no prazo de 10 dias, via e-SIC, em caso de negativa de acesso à informação, ou se não forem fornecidas as razões para a negativa do acesso, conforme dispõe o art. 15, da Lei 12.527/2011.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  "
93771,"Solicito a gentileza de disponibilizarem o inteiro teor do  Processo nº 48300.002127/2020-67, tramitando perante esse D. Ministério de Minas e Energia.","Agradecemos o seu contato, e informamos que foi publicada a Portaria MME nº 385, de 23 de outubro de 2020, anexa, que definiu os valores de pagamento às concessionárias Amazonas Energia S.A. e Roraima Energia S.A., com recursos da Reserva Global de Reversão - RGR, referentes aos valores não depreciados dos ativos de distribuição de energia elétrica:     I - classificados como sobras físicas, nos processos de valoração completa das bases de remuneração regulatórias decorrentes das licitações para desestatização de que trata o art. 8º da Lei nº 12.783, de 11 de janeiro de 2013, e     II - contabilizados no Ativo Imobilizado em Curso - AIC, utilizados como referência para os processos das licitações referenciadas no inciso I.  Informamos, também, que o processo solicitado ainda se encontra em avaliação para as demais concessionárias de distribuição, abarcadas pelo art. 2º da Medida Provisória (MP) nº 998, de 1º de setembro de 2020.    Sendo assim, tem-se que o processo nº 48300.002127/2020-67 ainda não foi concluído e, por isso, se constitui, neste momento, como ato preparatório, sendo que seu acesso será permitido após a edição do atos decisórios para as demais distribuidoras de energia, conforme estabelece o § 3º, art. 7°, da Lei nº 12.527, de 18 de novembro de 2011. Esclareço que a publicação dos atos decisórios está prevista para a primeira quinzena de dezembro/2020.    Se necessitar de outras informações referentes ao assunto, por favor envie uma nova solicitação, ou ainda, se julgar conveniente, poderá apresentar recurso, no prazo de 10 dias, via e-SIC, em caso de negativa de acesso à informação, ou se não forem fornecidas as razões para a negativa do acesso, conforme dispõe o art. 15, da Lei 12.527/2011.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  "
95482,"Prezados, bom dia.     Como é de conhecimento do Ministério de Minas e Energia, estamos em processo de negociação com um de nossos credores, no âmbito destas negociações foi solicitado pelo credor a cópia integral do processo abaixo que se encontra na Assessoria Especial de Assuntos Econômicos do MME, com máxima urgência.     Processo Administrativo nº 48300.002127/2020-67    Agradeço desde já pela atenção e fico no aguardo de manifestação. ","Agradecemos o seu contato, e informamos que foi publicada a Portaria MME nº 385, de 23 de outubro de 2020, anexa, que definiu os valores de pagamento às concessionárias Amazonas Energia S.A. e Roraima Energia S.A., com recursos da Reserva Global de Reversão - RGR, referentes aos valores não depreciados dos ativos de distribuição de energia elétrica:     I - classificados como sobras físicas, nos processos de valoração completa das bases de remuneração regulatórias decorrentes das licitações para desestatização de que trata o art. 8º da Lei nº 12.783, de 11 de janeiro de 2013, e     II - contabilizados no Ativo Imobilizado em Curso - AIC, utilizados como referência para os processos das licitações referenciadas no inciso I.    Informamos, também, que o processo solicitado ainda se encontra em avaliação para as demais concessionárias de distribuição, abarcadas pelo art. 2º da Medida Provisória (MP) nº 998, de 1º de setembro de 2020.    Sendo assim, tem-se que o processo nº 48300.002127/2020-67 ainda não foi concluído e, por isso, se constitui, neste momento, como ato preparatório, sendo que seu acesso será permitido após a edição do atos decisórios para as demais distribuidoras de energia, conforme estabelece o § 3º, art. 7°, da Lei nº 12.527, de 18 de novembro de 2011. Esclareço que a publicação dos atos decisórios está prevista para a primeira quinzena de dezembro/2020.    Se necessitar de outras informações referentes ao assunto, por favor envie uma nova solicitação, ou ainda, se julgar conveniente, poderá apresentar recurso, no prazo de 10 dias, via e-SIC, em caso de negativa de acesso à informação, ou se não forem fornecidas as razões para a negativa do acesso, conforme dispõe o art. 15, da Lei 12.527/2011.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  "
100634,"Solicita acesso aos documentos:    Ofício 75/2020 do MME    Nota Informativa 7/2020 do MME    NT 06/2020 DPE/SPE    Agradeço a presteza.     Att.,         Alexandre de Sa Chiganer  Advogado – PR\Consultoria Jurídica  Praça Pio X, n. 54  Centro – Rio de Janeiro – RJ  CEP: 20091-040 – Tel: 21 3512-3363  e-mail: alexandre.chiganer@epe.gov.br   Informação e inteligência pública que geram valor .  ","Agradecemos o seu contato, e informamos que, segundo a Lei nº 9.784/1999, constituem interessados no processo administrativo:    Art. 9º São legitimados como interessados no processo administrativo:    I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.      Em complementação, citamos o Decreto nº 7.724/2012 que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a informações.    Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União.    § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos.    Informo que a Nota Técnica nº 6/2020/DPE/SPE, requerida pela solicitação SEI nº 0450036, contém informações que se enquadram nos mencionados dispositivos, relacionados à Usina Termelétrica - UTE Arevale.    Nos termos do § 2º do art. 5º do Decreto 7.724/2012, os documentos solicitados somente poderão ser disponibilizados a interessados responsáveis pelas empresas envolvidas, mediante a devida comprovação. Essa comprovação poderá ser realizada por meio de procuração ou ofício assinado pela autoridade competente no âmbito da empresa responsável pelo empreendimento. Dessa forma, como requisito à disponibilização da cópia dos documentos, faz-se necessário que o pedido via e-SIC venha acompanhado da procuração ou do Ofício em nome do solicitante.    Quanto aos demais documentos solicitados, a saber,  Ofício 75/2020 do MME  e  Nota Informativa 7/2020 do MME , informo que os dados informados são insuficientes para a correta identificação dos documentos. De fato, existem inúmeros arquivos dentro do MME identificados com essas numerações. Para a correta localização dos documentos, é necessário que seja informada a sua identificação completa, o que inclui a informação sobre a sua Unidade Geradora.    Se necessitar de outras informações referentes ao assunto, por favor envie uma nova solicitação, ou ainda, se julgar conveniente, poderá apresentar recurso, no prazo de 10 dias, via e-SIC, em caso de negativa de acesso à informação, ou se não forem fornecidas as razões para a negativa do acesso, conforme dispõe o art. 15, da Lei 12.527/2011.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  "
101865,"Acesso ao processo de revisão da Garantia Física da PCH Bandeirante, para fins de observação do enquadramento do pleito nos termos do §4º  do art. 5º da Portaria nº 463/2009.","Agradecemos o seu contato, e informamos que, segundo a Lei nº 9.784/1999, constituem interessados no processo administrativo:      Art. 9º São legitimados como interessados no processo administrativo:     I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.      Em complementação, citamos o Decreto nº 7.724/2012 que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a informações.    Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União.    § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos.    Informo que o processo requerido contém informações que se enquadram nos mencionados dispositivos, relacionados à PCH Bandeirante.    Nos termos do § 2º do art. 5º do Decreto 7.724/2012, os documentos solicitados somente poderão ser disponibilizados a interessados responsáveis pelas empresas envolvidas, mediante a devida comprovação. Essa comprovação poderá ser realizada por meio de procuração ou ofício assinado pela autoridade competente no âmbito da empresa responsável pelo empreendimento. Dessa forma, como requisito à disponibilização da cópia dos documentos, faz-se necessário que o pedido via e-SIC venha acompanhado da procuração ou do Ofício em nome do solicitante.    Se necessitar de outras informações referentes ao assunto, por favor envie uma nova solicitação, ou ainda, se julgar conveniente, poderá apresentar recurso, no prazo de 10 dias, via e-SIC, em caso de negativa de acesso à informação, ou se não forem fornecidas as razões para a negativa do acesso, conforme dispõe o art. 15, da Lei 12.527/2011.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  "
101880,"Acesso ao processo que definiu a garantia física da PCH Perdidos após revisão do Sumário Executivo do empreendimento por meio do Despacho nº 1308 de 08 de maio de 2019, para fins de observação ao atendimento ao disposto no §4º do art. 6º da Portaria nº 463/2009.","Agradecemos o seu contato e informamos que, segundo a Lei nº 9.784/1999, constituem interessados no processo administrativo:      Art. 9º São legitimados como interessados no processo administrativo:     I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.      Em complementação, citamos o Decreto nº 7.724/2012 que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a informações.    Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União.    § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos.    Informo que o processo requerido contém informações que se enquadram nos mencionados dispositivos, relacionados à PCH Perdidos.    Nos termos do § 2º do art. 5º do Decreto 7.724/2012, os documentos solicitados somente poderão ser disponibilizados a interessados responsáveis pelas empresas envolvidas, mediante a devida comprovação. Essa comprovação poderá ser realizada por meio de procuração ou ofício assinado pela autoridade competente no âmbito da empresa responsável pelo empreendimento. Dessa forma, como requisito à disponibilização da cópia dos documentos, faz-se necessário que o pedido via e-SIC venha acompanhado da procuração ou do Ofício em nome do solicitante.    Se necessitar de outras informações referentes ao assunto, por favor envie uma nova solicitação, ou ainda, se julgar conveniente, poderá apresentar recurso, no prazo de 10 dias, via e-SIC, em caso de negativa de acesso à informação, ou se não forem fornecidas as razões para a negativa do acesso, conforme dispõe o art. 15, da Lei 12.527/2011.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  "
104279,"Prezados, bom dia.  Solicitamos, acesso ao processo 48340.003598/2020-16 para acompanhamento do andamento da solicitação.  Obrigada!","Agradecemos o seu contato, e informamos que, segundo a Lei nº 9.784/1999, constituem interessados no processo administrativo:      Art. 9º São legitimados como interessados no processo administrativo:     I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.      Em complementação, citamos o Decreto nº 7.724/2012 que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a informações.    Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União.    § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos.    Informo que o processo requerido contém informações que se enquadram nos mencionados dispositivos, relacionados à UTE São João - ARARAS/SP.    Nos termos do § 2º do art. 5º do Decreto 7.724/2012, os documentos solicitados somente poderão ser disponibilizados a interessados responsáveis pelas empresas envolvidas, mediante a devida comprovação. Essa comprovação poderá ser realizada por meio de procuração ou ofício assinado pela autoridade competente no âmbito da empresa responsável pelo empreendimento. Dessa forma, como requisito à disponibilização da cópia dos documentos, faz-se necessário que o pedido via e-SIC venha acompanhado da procuração ou do Ofício em nome do solicitante.    Se necessitar de outras informações referentes ao assunto, por favor envie uma nova solicitação, ou ainda, se julgar conveniente, poderá apresentar recurso, no prazo de 10 dias, via e-SIC, em caso de negativa de acesso à informação, ou se não forem fornecidas as razões para a negativa do acesso, conforme dispõe o art. 15, da Lei 12.527/2011.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  "
104295,"Prezados, solicito o inteiro teor do processo administrativo nº 48300.002127/2020-6.","Agradecemos o seu contato e, com relação ao processo nº 48300.002127/2020-67, que refere-se ao pagamento de investimentos realizados antes do processo de privatização das distribuidoras de que trata o art. 8º da Lei nº 12.783, de 2013, relacionados a valores não depreciados de ativos de distribuição de energia elétrica que não constavam da Base de Remuneração Regulatória (BRR), e são classificados contabilmente como sobras físicas e Ativos Imobilizados em Curso (AIC), informamos que o referido processo não está disponível para acesso, uma vez que está em fase de instrução e, portanto, é considerado ato preparatório até que sejam exauridas todas as providências necessárias, nos termos do disposto no art. 20 do Decreto nº 7.724, de 16 de maio de 2012, que regulamenta a Lei nº 12.527, de 18 de novembro de 2011 – Lei de Acesso à Informação.    Além disso, cabe informar que as informações requeridas se referem a dados de empresa de distribuição de energia elétrica e somente poderão ser concedidas mediante instrumento de procuração da referida empresa, conforme dispõe o arcabouço legal que normatiza este tema e sobre o qual destacam-se os trechos a seguir.    De acordo com o que dispõe o art. 9º da Lei nº 9.784, de 29 de janeiro de 1999, que regula o processo administrativo no âmbito da Administração Pública Federal, constituem interessados no processo administrativo:     Art. 9º São legitimados como interessados no processo administrativo:    I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.     Ressalta-se que o Decreto nº 7.724, de 16 de maio de 2012, que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, dispõe sobre o acesso a informações previsto no inciso XXXIII do caput do art. 5º, no inciso II do § 3º do art. 37 e no § 2º do art. 216 da Constituição, conforme segue:     Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União.  (...)    § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos.      Se necessitar de outras informações referentes ao assunto, por favor envie uma nova solicitação, ou ainda, se julgar conveniente, poderá apresentar recurso, no prazo de 10 dias, via e-SIC, em caso de negativa de acesso à informação, ou se não forem fornecidas as razões para a negativa do acesso, conforme dispõe o art. 15, da Lei 12.527/2011.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  "
105201,Solicito cópia do Processo nº 48000.002063/2010-15.,"Agradecemos o seu contato, e informamos que, segundo a Lei nº 9.784/1999, constituem interessados no processo administrativo:      Art. 9º São legitimados como interessados no processo administrativo:    I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.    Em complementação, citamos o Decreto nº 7.724/2012 que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a informações.    Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União.    § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos.    Informo que o Processo SEI nº48000.002063/2010-15 contém informações referentes a um conjunto de usinas hidrelétricas não despachadas centralizadamente para fins de revisão de suas garantias físicas.    Nos termos do § 2º do art. 5º do Decreto 7.724/2012, a cópia do processo solicitado somente poderá ser disponibilizada a interessados responsáveis pelas empresas envolvidas, mediante a devida comprovação. Essa comprovação poderá ser realizada por meio de procuração ou ofício assinado pela autoridade competente no âmbito da empresa responsável pelo empreendimento. Dessa forma, como requisito à disponibilização da cópia dos documentos, faz-se necessário que o pedido via e-SIC venha acompanhado da procuração ou do Ofício em nome do solicitante.    Se necessitar de outras informações referentes ao assunto, por favor envie uma nova solicitação, ou ainda, se julgar conveniente, poderá apresentar recurso, no prazo de 10 dias, via e-SIC, em caso de negativa de acesso à informação, ou se não forem fornecidas as razões para a negativa do acesso, conforme dispõe o art. 15, da Lei 12.527/2011.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)    "
